0.57509,0.006764,1,1.5e-05,6.8e-05,0,5e-05,8.2e-05,0.011136,0.000371,0,1,0,1,0,0,0,0,0
0.766191,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,2e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.629758,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.923596,0.811008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.310793,0.001237,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.589662,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.715235,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.810182,0.006764,1e-06,0,7e-06,0,0,0,1.7e-05,7e-06,0,1,0,0,0,0,0,0,0
0.719206,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.907176,0.000336,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.725408,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.765993,0.000809,1e-06,0,1e-06,0,0,0,4e-06,1e-06,0,0,1,0,0,0,0,1,0
0.677598,0.000809,0,0,0,0,0,0,8e-06,0,0,0,1,0,0,0,0,1,0
0.718931,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.249786,0.000809,2e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.001833,0.001878,0,0,0,0,0,0,8e-06,0,0,0,1,0,0,0,0,1,0
0.894086,0.000809,6.3e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.568354,0.000336,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.621876,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.788981,0.001221,2.5e-05,0,0.000152,0,1e-06,3e-06,0.000326,0.000304,0,1,0,0,0,0,0,1,0
0.65325,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.368974,0.123383,1.3e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.668418,0.517856,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.762036,0.101794,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.683097,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.572371,0.006764,2e-06,0,0,0,0,0,4e-06,0,0,1,0,1,0,0,0,0,0
0.697852,0.000351,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,1e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.576709,0.001221,3e-06,0,1e-06,0,0,0,1.7e-05,1e-06,0,1,0,0,0,0,0,1,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.776395,0.07596,2.7e-05,0,1e-06,0,0,0,2.9e-05,2e-06,0,1,0,0,0,0,1,0,0
0.908001,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.457124,0.195878,1e-06,0,1e-06,0,0,0,4e-06,1e-06,0,0,1,0,0,0,0,1,0
0.749358,0.101794,1.4e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.61876,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.702557,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.721604,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.869814,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.571745,0.035468,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.791028,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.457124,0.105061,0.000252,0,1e-06,0,0,0,1.3e-05,1e-06,0,0,1,0,0,0,0,1,0
0.081719,0.081731,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.081719,0.081731,7.5e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.787881,0.001221,1e-06,0,5e-06,0,0,0,2.1e-05,6e-06,0,1,0,0,0,0,0,1,0
0.759012,0.101794,2.6e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.854387,0.000351,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.526624,0.000763,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.667211,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.834209,0.006764,1e-06,0,0,0,0,0,4e-06,0,0,1,0,0,1,0,0,0,0
0.783177,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.928927,0.000336,0.001436,0,7e-05,0,3e-06,6e-06,0.00119,0.00011,0,1,0,1,0,0,0,0,0
0.865568,0.006764,0,0,0,0,0,0,8e-06,0,0,1,0,0,0,0,0,1,0
0.523447,0.000763,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.904976,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.535422,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.60625,0.001878,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.702297,0.000809,6.3e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.802484,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.564994,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.871433,0.001221,1e-06,1e-06,5e-06,0,0,1e-06,2.9e-05,5e-06,0,1,0,0,0,0,0,1,0
0.567926,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.866943,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.002016,0.002076,0.001723,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.689604,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.514496,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.887655,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.782321,0.07596,1.1e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.001833,0.001878,0,0,0,0,0,0,8e-06,0,0,0,1,0,0,0,0,1,0
0.625909,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.861795,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.734695,0.001221,0.003807,0,2e-06,0,0,0,2.5e-05,3e-06,0,1,0,0,0,0,0,1,0
0.755224,0.101794,1.1e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.666173,0.000763,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.630018,0.006764,0.000112,2e-06,1.4e-05,0,0,2e-06,6.3e-05,1.7e-05,0,1,0,0,0,0,1,0,0
0.6143,0.000351,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.649279,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.69353,0.006764,2.6e-05,1e-06,1.6e-05,0,0,2e-06,5.4e-05,1.7e-05,0,1,0,0,0,0,0,1,0
0.56701,0.271303,2.4e-05,0,0,0,0,1e-06,3.3e-05,2e-06,0,1,0,0,1,0,0,0,0
0.59203,0.000336,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.447028,0.951767,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.655908,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.907695,0.800794,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.656244,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.565146,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.752688,0.101794,5.2e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.608083,0.000351,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.457124,0.944545,0.001053,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.845085,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.926392,0.000351,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.576098,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.859977,0.001221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.001833,0.001878,1e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.771751,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.623221,0.000351,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.000993,0.001023,0.000759,2e-06,0,0,0,2e-06,0,0,0,0,1,0,0,1,0,0,0
0.081719,0.081731,8.9e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.665867,0.000763,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.956269,0.000809,2e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.457124,0.354668,0.000674,0,1e-06,0,0,0,4e-06,1e-06,0,0,1,0,0,0,0,1,0
0.756965,0.101794,2.6e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.457124,0.247668,3.8e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.859733,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.616377,0.000809,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.668158,0.001221,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.831796,0.000336,4e-06,0,0,0,0,0,4e-06,0,0,1,0,0,0,0,0,0,0
0.520269,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,0.000128,0,1e-06,0,0,0,2.5e-05,1e-06,0,0,1,0,0,0,0,1,0
0.87652,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.677354,0.000351,3.9e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.764358,0.101794,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.847574,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.518711,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.544831,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.526563,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.634371,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.668418,0.944316,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.725652,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.913882,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.829123,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.684655,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.595528,0.906222,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.511655,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.790631,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.782092,0.001221,3e-06,0,1e-06,0,0,0,1.7e-05,2e-06,0,1,0,0,0,0,0,1,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0.111111
0.732587,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.784124,0.000809,0,0,0,0,0,0,8e-06,0,0,0,1,0,0,0,0,1,0
0.643352,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.685862,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7.6e-05,0,0,0,2e-06,0,0,0,4.2e-05,2e-06,1,0,0,1,0,0,0,0,0
0.723117,0.001221,1e-06,0,8e-06,0,0,0,1.7e-05,9e-06,0,1,0,0,0,0,0,1,0
0.87762,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.895766,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.521873,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.594367,0.000336,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.668418,0.043484,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.877513,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.757821,0.001221,3e-06,0,1e-06,0,0,0,1.7e-05,1e-06,0,1,0,0,0,0,0,1,0
0.750764,0.101794,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.000993,0.001023,0.000738,2e-06,0,0,0,2e-06,0,0,0,0,1,0,0,1,0,0,0
0.668418,0.703397,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.457124,0.105061,0.000507,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.140221,0.951767,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.621158,0.001221,3e-06,0,0,0,0,0,8e-06,0,0,1,0,0,0,0,0,1,0
0.848857,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,1e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.778518,0.986335,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.781466,0.07596,1.3e-05,0,1e-06,0,0,0,2.5e-05,2e-06,0,1,0,0,0,0,1,0,0
0.000993,0.001023,0.000753,2e-06,0,0,0,2e-06,0,0,0,0,1,0,0,1,0,0,0
7.6e-05,0,1e-06,0,2e-06,0,0,0,4.2e-05,2e-06,1,0,0,1,0,0,0,0,0
0.570523,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.592671,0.906222,3.8e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.656275,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.523049,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.368974,0.123383,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.603547,0.000809,6.3e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.052117,0.000351,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,1e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.610375,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.783696,0.07596,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.919396,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.643658,0.000336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.001833,0.001878,1e-06,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.736467,0.000351,4e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.361612,0.000809,0,0,0,0,0,0,4e-06,0,0,0,1,0,0,0,0,1,0
0.522102,0.000763,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.75333,0.101794,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
